, allowedP, trueP, n, [sentinel], time
48,4,4,512,6.38456,0.0169877
48,4,4,608,21.7851,0.0222551
48,4,4,724,8.56682,0.0307051
48,4,4,861,10.009,0.0400588
48,4,4,1024,15.0743,0.0558747
48,4,4,1217,30.1267,0.0757307
48,4,4,1448,32.4621,0.110123
48,4,4,1722,26.774,0.151833
48,4,4,2048,50.2559,0.211117
48,4,4,2435,37.1636,0.448824
48,4,4,2896,19.2577,0.424535
48,4,4,3444,28.0925,0.623005
48,4,4,4096,41.5433,0.873836
48,4,4,4870,100.905,1.18281
49,4,4,16,5.08428,5.26E-05
49,4,4,19,4.44305,5.26E-05
49,4,4,22,3.74936,6.76E-05
49,4,4,26,6.00059,9.24E-05
49,4,4,32,5.12512,0.000138132
49,4,4,38,12.0709,0.000192444
49,4,4,45,6.4673,0.000265145
49,4,4,53,10.349,0.0020027
49,4,4,64,8.48267,0.000720169
49,4,4,76,0.770689,0.000899356
49,4,4,90,8.68704,0.00112986
49,4,4,107,6.6972,0.00116151
49,4,4,128,6.99139,0.00154126
49,4,4,152,15.2411,0.00202965
49,4,4,181,4.25256,0.00294867
49,4,4,215,6.5401,0.00338189
49,4,4,256,7.77228,0.00550091
49,4,4,304,7.41879,0.00624075
49,4,4,362,17.4657,0.00895507
49,4,4,430,18.7009,0.0126094
49,4,4,512,6.38456,0.0171669
49,4,4,608,21.7851,0.0224163
49,4,4,724,8.56682,0.0337154
49,4,4,861,10.009,0.0420713
49,4,4,1024,15.0743,0.0605524
49,4,4,1217,30.1267,0.0795163
49,4,4,1448,32.4621,0.110864
49,4,4,1722,26.774,0.167653
49,4,4,2048,50.2559,0.212152
49,4,4,2435,37.1636,0.466186
49,4,4,2896,19.2577,0.409964
49,4,4,3444,28.0925,0.583811
49,4,4,4096,41.5433,0.827571
49,4,4,4870,100.905,1.13654
5,4,4,16,5.08428,0.00225801
5,4,4,19,4.44305,0.000109907
5,4,4,22,3.74936,0.000149679
5,4,4,26,6.00059,0.000151817
5,4,4,32,5.12512,0.000198859
5,4,4,38,12.0709,0.000245901
5,4,4,45,6.4673,0.000331859
5,4,4,53,10.349,0.000420812
5,4,4,64,8.48267,0.000550818
5,4,4,76,0.770689,0.000716748
5,4,4,90,8.68704,0.00100926
5,4,4,107,6.6972,0.00131204
5,4,4,128,6.99139,0.00167854
5,4,4,152,15.2411,0.00213442
5,4,4,181,4.25256,0.00339044
5,4,4,215,6.5401,0.0043471
5,4,4,256,7.77228,0.00609364
5,4,4,304,7.41879,0.00738174
5,4,4,362,17.4657,0.0109082
5,4,4,430,18.7009,0.0169432
5,4,4,512,6.38456,0.0204945
5,4,4,608,21.7851,0.0261656
5,4,4,724,8.56682,0.0403051
5,4,4,861,10.009,0.0580258
5,4,4,1024,15.0743,0.0741466
5,4,4,1217,30.1267,0.0984169
5,4,4,1448,32.4621,0.153207
5,4,4,1722,26.774,0.217135
5,4,4,2048,50.2559,0.316426
5,4,4,2435,37.1636,0.388921
5,4,4,2896,19.2577,0.597317
5,4,4,3444,28.0925,0.850342
5,4,4,4096,41.5433,1.12788
50,4,4,16,5.08428,6.24E-05
50,4,4,19,4.44305,5.35E-05
50,4,4,22,3.74936,6.84E-05
50,4,4,26,6.00059,9.24E-05
50,4,4,32,5.12512,0.000143264
50,4,4,38,12.0709,0.000186029
50,4,4,45,6.4673,0.00025702
50,4,4,53,10.349,0.00196892
50,4,4,64,8.48267,0.000620526
50,4,4,76,0.770689,0.000848466
50,4,4,90,8.68704,0.00109351
50,4,4,107,6.6972,0.00111789
50,4,4,128,6.99139,0.00149294
50,4,4,152,15.2411,0.00199543
50,4,4,181,4.25256,0.00341824
50,4,4,215,6.5401,0.00353627
50,4,4,256,7.77228,0.00448395
50,4,4,304,7.41879,0.00619842
50,4,4,362,17.4657,0.0101307
50,4,4,430,18.7009,0.0117998
50,4,4,512,6.38456,0.0156068
50,4,4,608,21.7851,0.0216799
50,4,4,724,8.56682,0.0286079
50,4,4,861,10.009,0.0399117
50,4,4,1024,15.0743,0.055734
50,4,4,1217,30.1267,0.0790625
50,4,4,1448,32.4621,0.105518
50,4,4,1722,26.774,0.150651
50,4,4,2048,50.2559,0.210911
50,4,4,2435,37.1636,0.403227
50,4,4,2896,19.2577,0.409908
50,4,4,3444,28.0925,0.587388
50,4,4,4096,41.5433,0.808909
50,4,4,4870,100.905,1.14874
51,4,4,16,5.08428,5.00E-05
51,4,4,19,4.44305,5.35E-05
51,4,4,22,3.74936,6.80E-05
51,4,4,26,6.00059,9.24E-05
51,4,4,32,5.12512,0.00013856
51,4,4,38,12.0709,0.000192872
51,4,4,45,6.4673,0.000268994
51,4,4,53,10.349,0.00192402
51,4,4,64,8.48267,0.000608124
51,4,4,76,0.770689,0.000817674
51,4,4,90,8.68704,0.00110634
51,4,4,107,6.6972,0.00156949
51,4,4,128,6.99139,0.00149037
51,4,4,152,15.2411,0.0020985
51,4,4,181,4.25256,0.00269892
51,4,4,215,6.5401,0.0033682
51,4,4,256,7.77228,0.00513441
51,4,4,304,7.41879,0.00638145
51,4,4,362,17.4657,0.00877888
51,4,4,430,18.7009,0.0137114
51,4,4,512,6.38456,0.0157715
51,4,4,608,21.7851,0.0222423
51,4,4,724,8.56682,0.029441
51,4,4,861,10.009,0.0407606
51,4,4,1024,15.0743,0.0560453
51,4,4,1217,30.1267,0.0857831
51,4,4,1448,32.4621,0.114658
51,4,4,1722,26.774,0.164915
51,4,4,2048,50.2559,0.253165
51,4,4,2435,37.1636,0.42495
51,4,4,2896,19.2577,0.427163
51,4,4,3444,28.0925,0.630491
51,4,4,4096,41.5433,0.838326
51,4,4,4870,100.905,1.20637
52,4,4,16,5.08428,6.37E-05
52,4,4,19,4.44305,7.91E-05
52,4,4,22,3.74936,0.000109907
52,4,4,26,6.00059,0.000102209
52,4,4,32,5.12512,0.000195866
52,4,4,38,12.0709,0.00019501
52,4,4,45,6.4673,0.000267284
52,4,4,53,10.349,0.00262195
52,4,4,64,8.48267,0.000696648
52,4,4,76,0.770689,0.00088952
52,4,4,90,8.68704,0.00124918
52,4,4,107,6.6972,0.00189793
52,4,4,128,6.99139,0.00360427
52,4,4,152,15.2411,0.00611417
52,4,4,181,4.25256,0.00990276
52,4,4,215,6.5401,0.0132949
52,4,4,256,7.77228,0.0112653
52,4,4,304,7.41879,0.00973255
52,4,4,362,17.4657,0.00857275
52,4,4,430,18.7009,0.0126457
52,4,4,512,6.38456,0.0162834
52,4,4,608,21.7851,0.0227225
52,4,4,724,8.56682,0.0305242
52,4,4,861,10.009,0.0406417
52,4,4,1024,15.0743,0.055678
52,4,4,1217,30.1267,0.0984057
52,4,4,1448,32.4621,0.109332
52,4,4,1722,26.774,0.155267
52,4,4,2048,50.2559,0.21964
52,4,4,2435,37.1636,0.416504
52,4,4,2896,19.2577,0.424251
52,4,4,3444,28.0925,0.689467
52,4,4,4096,41.5433,0.82876
52,4,4,4870,100.905,1.26979
53,4,4,16,5.08428,5.09E-05
53,4,4,19,4.44305,6.03E-05
53,4,4,22,3.74936,6.59E-05
53,4,4,26,6.00059,8.98E-05
53,4,4,32,5.12512,0.000146258
53,4,4,38,12.0709,0.000186885
53,4,4,45,6.4673,0.000257448
53,4,4,53,10.349,0.000355808
53,4,4,64,8.48267,0.00248125
53,4,4,76,0.770689,0.000829221
53,4,4,90,8.68704,0.00111019
53,4,4,107,6.6972,0.00119743
53,4,4,128,6.99139,0.00152844
53,4,4,152,15.2411,0.00218317
53,4,4,181,4.25256,0.00265188
53,4,4,215,6.5401,0.00335623
53,4,4,256,7.77228,0.00455024
53,4,4,304,7.41879,0.00622664
53,4,4,362,17.4657,0.0103599
53,4,4,430,18.7009,0.0114214
53,4,4,512,6.38456,0.0160537
53,4,4,608,21.7851,0.0214516
53,4,4,724,8.56682,0.0289475
53,4,4,861,10.009,0.0407657
53,4,4,1024,15.0743,0.0566697
53,4,4,1217,30.1267,0.0775957
53,4,4,1448,32.4621,0.116453
53,4,4,1722,26.774,0.159997
53,4,4,2048,50.2559,0.215163
53,4,4,2435,37.1636,0.415234
53,4,4,2896,19.2577,0.438621
53,4,4,3444,28.0925,0.601463
53,4,4,4096,41.5433,0.865043
53,4,4,4870,100.905,1.21196
54,4,4,16,5.08428,5.82E-05
54,4,4,19,4.44305,5.09E-05
54,4,4,22,3.74936,6.54E-05
54,4,4,26,6.00059,8.90E-05
54,4,4,32,5.12512,0.000134283
54,4,4,38,12.0709,0.000186885
54,4,4,45,6.4673,0.000257448
54,4,4,53,10.349,0.000355808
54,4,4,64,8.48267,0.00204376
54,4,4,76,0.770689,0.000819385
54,4,4,90,8.68704,0.00113499
54,4,4,107,6.6972,0.00148268
54,4,4,128,6.99139,0.00151646
54,4,4,152,15.2411,0.00198303
54,4,4,181,4.25256,0.00314582
54,4,4,215,6.5401,0.00353157
54,4,4,256,7.77228,0.00488253
54,4,4,304,7.41879,0.00922663
54,4,4,362,17.4657,0.0248061
54,4,4,430,18.7009,0.0242779
54,4,4,512,6.38456,0.0248937
54,4,4,608,21.7851,0.0273463
54,4,4,724,8.56682,0.0337834
54,4,4,861,10.009,0.0402842
54,4,4,1024,15.0743,0.0569956
54,4,4,1217,30.1267,0.0770906
54,4,4,1448,32.4621,0.107773
54,4,4,1722,26.774,0.149841
54,4,4,2048,50.2559,0.220323
54,4,4,2435,37.1636,0.434465
54,4,4,2896,19.2577,0.423933
54,4,4,3444,28.0925,0.590126
54,4,4,4096,41.5433,0.878846
54,4,4,4870,100.905,1.15494
55,4,4,16,5.08428,5.05E-05
55,4,4,19,4.44305,5.30E-05
55,4,4,22,3.74936,6.80E-05
55,4,4,26,6.00059,9.19E-05
55,4,4,32,5.12512,0.000137705
55,4,4,38,12.0709,0.000192444
55,4,4,45,6.4673,0.000265145
55,4,4,53,10.349,0.000369065
55,4,4,64,8.48267,0.00208139
55,4,4,76,0.770689,0.000837347
55,4,4,90,8.68704,0.00109394
55,4,4,107,6.6972,0.00146728
55,4,4,128,6.99139,0.00169137
55,4,4,152,15.2411,0.0022593
55,4,4,181,4.25256,0.00317148
55,4,4,215,6.5401,0.0046935
55,4,4,256,7.77228,0.00534225
55,4,4,304,7.41879,0.00627497
55,4,4,362,17.4657,0.00898458
55,4,4,430,18.7009,0.0116283
55,4,4,512,6.38456,0.0184665
55,4,4,608,21.7851,0.0210265
55,4,4,724,8.56682,0.0303369
55,4,4,861,10.009,0.0399942
55,4,4,1024,15.0743,0.0561856
55,4,4,1217,30.1267,0.0827138
55,4,4,1448,32.4621,0.1074
55,4,4,1722,26.774,0.150586
55,4,4,2048,50.2559,0.229911
55,4,4,2435,37.1636,0.453553
55,4,4,2896,19.2577,0.428109
55,4,4,3444,28.0925,0.700356
55,4,4,4096,41.5433,0.852447
55,4,4,4870,100.905,1.38619
56,4,4,16,5.08428,5.00E-05
56,4,4,19,4.44305,5.26E-05
56,4,4,22,3.74936,6.76E-05
56,4,4,26,6.00059,9.19E-05
56,4,4,32,5.12512,0.000137705
56,4,4,38,12.0709,0.000192444
56,4,4,45,6.4673,0.000265145
56,4,4,53,10.349,0.000366072
56,4,4,64,8.48267,0.00314026
56,4,4,76,0.770689,0.000884388
56,4,4,90,8.68704,0.00108496
56,4,4,107,6.6972,0.00175124
56,4,4,128,6.99139,0.00150577
56,4,4,152,15.2411,0.00220669
56,4,4,181,4.25256,0.00262237
56,4,4,215,6.5401,0.00345715
56,4,4,256,7.77228,0.00489279
56,4,4,304,7.41879,0.00631431
56,4,4,362,17.4657,0.00849235
56,4,4,430,18.7009,0.0137636
56,4,4,512,6.38456,0.0172101
56,4,4,608,21.7851,0.0232939
56,4,4,724,8.56682,0.0290788
56,4,4,861,10.009,0.039774
56,4,4,1024,15.0743,0.0562711
56,4,4,1217,30.1267,0.0799884
56,4,4,1448,32.4621,0.11398
56,4,4,1722,26.774,0.1526
56,4,4,2048,50.2559,0.216877
56,4,4,2435,37.1636,0.414073
56,4,4,2896,19.2577,0.671652
56,4,4,3444,28.0925,1.03903
57,4,4,16,5.08428,6.16E-05
57,4,4,19,4.44305,5.47E-05
57,4,4,22,3.74936,7.01E-05
57,4,4,26,6.00059,9.54E-05
57,4,4,32,5.12512,0.000142836
57,4,4,38,12.0709,0.000199287
57,4,4,45,6.4673,0.000274982
57,4,4,53,10.349,0.000476834
57,4,4,64,8.48267,0.00312316
57,4,4,76,0.770689,0.000975051
57,4,4,90,8.68704,0.00113884
57,4,4,107,6.6972,0.00152587
57,4,4,128,6.99139,0.00204846
57,4,4,152,15.2411,0.00274853
57,4,4,181,4.25256,0.0042094
57,4,4,215,6.5401,0.00571004
57,4,4,256,7.77228,0.00703534
57,4,4,304,7.41879,0.0102731
57,4,4,362,17.4657,0.0146069
57,4,4,430,18.7009,0.0207707
57,4,4,512,6.38456,0.028507
57,4,4,608,21.7851,0.0466245
57,4,4,724,8.56682,0.0512535
57,4,4,861,10.009,0.070565
57,4,4,1024,15.0743,0.0835272
57,4,4,1217,30.1267,0.0928287
57,4,4,1448,32.4621,0.110883
57,4,4,1722,26.774,0.150696
57,4,4,2048,50.2559,0.22231
57,4,4,2435,37.1636,0.507307
57,4,4,2896,19.2577,0.606563
57,4,4,3444,28.0925,0.601255
57,4,4,4096,41.5433,0.870672
57,4,4,4870,100.905,1.28154
58,4,4,16,5.08428,5.90E-05
58,4,4,19,4.44305,5.09E-05
58,4,4,22,3.74936,6.59E-05
58,4,4,26,6.00059,8.94E-05
58,4,4,32,5.12512,0.000133428
58,4,4,38,12.0709,0.000186029
58,4,4,45,6.4673,0.000256592
58,4,4,53,10.349,0.000356236
58,4,4,64,8.48267,0.00292686
58,4,4,76,0.770689,0.000856591
58,4,4,90,8.68704,0.00105588
58,4,4,107,6.6972,0.00140484
58,4,4,128,6.99139,0.00163963
58,4,4,152,15.2411,0.00219301
58,4,4,181,4.25256,0.00272245
58,4,4,215,6.5401,0.00414183
58,4,4,256,7.77228,0.00451859
58,4,4,304,7.41879,0.00679842
58,4,4,362,17.4657,0.00929249
58,4,4,430,18.7009,0.0186517
58,4,4,512,6.38456,0.0184935
58,4,4,608,21.7851,0.0219185
58,4,4,724,8.56682,0.0290454
58,4,4,861,10.009,0.0402153
58,4,4,1024,15.0743,0.0620432
58,4,4,1217,30.1267,0.0836051
58,4,4,1448,32.4621,0.112385
58,4,4,1722,26.774,0.149467
58,4,4,2048,50.2559,0.224273
58,4,4,2435,37.1636,0.465476
58,4,4,2896,19.2577,0.426812
58,4,4,3444,28.0925,0.630184
58,4,4,4096,41.5433,0.962261
58,4,4,4870,100.905,1.32227
59,4,4,16,5.08428,4.96E-05
59,4,4,19,4.44305,5.26E-05
59,4,4,22,3.74936,6.71E-05
59,4,4,26,6.00059,9.19E-05
59,4,4,32,5.12512,0.000138132
59,4,4,38,12.0709,0.000203563
59,4,4,45,6.4673,0.000265573
59,4,4,53,10.349,0.000365644
59,4,4,64,8.48267,0.00281525
59,4,4,76,0.770689,0.000857019
59,4,4,90,8.68704,0.00121069
59,4,4,107,6.6972,0.0015464
59,4,4,128,6.99139,0.00148995
59,4,4,152,15.2411,0.00194839
59,4,4,181,4.25256,0.00268738
59,4,4,215,6.5401,0.00354953
59,4,4,256,7.77228,0.00468538
59,4,4,304,7.41879,0.00640583
59,4,4,362,17.4657,0.00856249
59,4,4,430,18.7009,0.0184738
59,4,4,512,6.38456,0.0165703
59,4,4,608,21.7851,0.0214374
59,4,4,724,8.56682,0.0291754
59,4,4,861,10.009,0.0408918
59,4,4,1024,15.0743,0.0556827
59,4,4,1217,30.1267,0.0781495
59,4,4,1448,32.4621,0.138228
59,4,4,1722,26.774,0.193905
59,4,4,2048,50.2559,0.252199
59,4,4,2435,37.1636,0.433303
59,4,4,2896,19.2577,0.425907
59,4,4,3444,28.0925,0.569811
59,4,4,4096,41.5433,0.830463
59,4,4,4870,100.905,1.19507
6,4,4,16,5.08428,0.00236065
6,4,4,19,4.44305,0.000108624
6,4,4,22,3.74936,0.000117605
6,4,4,26,6.00059,0.000156094
6,4,4,32,5.12512,0.000194583
6,4,4,38,12.0709,0.000249322
6,4,4,45,6.4673,0.000307483
6,4,4,53,10.349,0.000419956
6,4,4,64,8.48267,0.000549535
6,4,4,76,0.770689,0.000718886
6,4,4,90,8.68704,0.000928437
6,4,4,107,6.6972,0.00130092
6,4,4,128,6.99139,0.00168581
6,4,4,152,15.2411,0.00218788
6,4,4,181,4.25256,0.00291403
6,4,4,215,6.5401,0.00420726
6,4,4,256,7.77228,0.00564888
6,4,4,304,7.41879,0.00747496
6,4,4,362,17.4657,0.00967182
6,4,4,430,18.7009,0.0165211
6,4,4,512,6.38456,0.0204218
6,4,4,608,21.7851,0.0261925
6,4,4,724,8.56682,0.0403368
6,4,4,861,10.009,0.0940433
6,4,4,1024,15.0743,0.0785502
6,4,4,1217,30.1267,0.0986842
6,4,4,1448,32.4621,0.13303
6,4,4,1722,26.774,0.271399
6,4,4,2048,50.2559,0.393887
6,4,4,2435,37.1636,0.395222
6,4,4,2896,19.2577,0.532804
6,4,4,3444,28.0925,0.815165
6,4,4,4096,41.5433,1.12306
60,4,4,16,5.08428,6.12E-05
60,4,4,19,4.44305,6.41E-05
60,4,4,22,3.74936,0.000159087
60,4,4,26,6.00059,0.00012402
60,4,4,32,5.12512,0.000312187
60,4,4,38,12.0709,0.000404133
60,4,4,45,6.4673,0.00056878
60,4,4,53,10.349,0.000446898
60,4,4,64,8.48267,0.00267583
60,4,4,76,0.770689,0.00095153
60,4,4,90,8.68704,0.00116322
60,4,4,107,6.6972,0.00180427
60,4,4,128,6.99139,0.00195652
60,4,4,152,15.2411,0.00299486
60,4,4,181,4.25256,0.00412087
60,4,4,215,6.5401,0.00699514
60,4,4,256,7.77228,0.0113717
60,4,4,304,7.41879,0.0100764
60,4,4,362,17.4657,0.0148712
60,4,4,430,18.7009,0.0153801
60,4,4,512,6.38456,0.0187685
60,4,4,608,21.7851,0.0280977
60,4,4,724,8.56682,0.0348264
60,4,4,861,10.009,0.0486439
60,4,4,1024,15.0743,0.0706309
60,4,4,1217,30.1267,0.0922364
60,4,4,1448,32.4621,0.108341
60,4,4,1722,26.774,0.156523
60,4,4,2048,50.2559,0.212568
60,4,4,2435,37.1636,0.404365
60,4,4,2896,19.2577,0.488587
60,4,4,3444,28.0925,0.587195
60,4,4,4096,41.5433,0.836897
60,4,4,4870,100.905,1.30193
61,4,4,16,5.08428,5.00E-05
61,4,4,19,4.44305,5.26E-05
61,4,4,22,3.74936,6.76E-05
61,4,4,26,6.00059,9.19E-05
61,4,4,32,5.12512,0.000137705
61,4,4,38,12.0709,0.000192017
61,4,4,45,6.4673,0.000265145
61,4,4,53,10.349,0.000366072
61,4,4,64,8.48267,0.00233841
61,4,4,76,0.770689,0.000818957
61,4,4,90,8.68704,0.00115039
61,4,4,107,6.6972,0.00135652
61,4,4,128,6.99139,0.00163064
61,4,4,152,15.2411,0.00221995
61,4,4,181,4.25256,0.00260313
61,4,4,215,6.5401,0.00359828
61,4,4,256,7.77228,0.00503306
61,4,4,304,7.41879,0.00658758
61,4,4,362,17.4657,0.00849278
61,4,4,430,18.7009,0.0168585
61,4,4,512,6.38456,0.0190853
61,4,4,608,21.7851,0.022424
61,4,4,724,8.56682,0.0303775
61,4,4,861,10.009,0.0418498
61,4,4,1024,15.0743,0.0798332
61,4,4,1217,30.1267,0.0847555
61,4,4,1448,32.4621,0.115677
61,4,4,1722,26.774,0.16289
61,4,4,2048,50.2559,0.214247
61,4,4,2435,37.1636,0.414339
61,4,4,2896,19.2577,0.527237
61,4,4,3444,28.0925,0.581209
61,4,4,4096,41.5433,0.892004
61,4,4,4870,100.905,1.16842
62,4,4,16,5.08428,5.05E-05
62,4,4,19,4.44305,5.30E-05
62,4,4,22,3.74936,6.76E-05
62,4,4,26,6.00059,9.19E-05
62,4,4,32,5.12512,0.000137705
62,4,4,38,12.0709,0.000192444
62,4,4,45,6.4673,0.000265145
62,4,4,53,10.349,0.000366072
62,4,4,64,8.48267,0.00206172
62,4,4,76,0.770689,0.000800996
62,4,4,90,8.68704,0.00113328
62,4,4,107,6.6972,0.00148695
62,4,4,128,6.99139,0.00148653
62,4,4,152,15.2411,0.00203435
62,4,4,181,4.25256,0.00288538
62,4,4,215,6.5401,0.00355081
62,4,4,256,7.77228,0.0046888
62,4,4,304,7.41879,0.00625572
62,4,4,362,17.4657,0.00853597
62,4,4,430,18.7009,0.0114564
62,4,4,512,6.38456,0.0190015
62,4,4,608,21.7851,0.0262682
62,4,4,724,8.56682,0.030144
62,4,4,861,10.009,0.0462623
62,4,4,1024,15.0743,0.100175
62,4,4,1217,30.1267,0.128758
62,4,4,1448,32.4621,0.155524
62,4,4,1722,26.774,0.261841
62,4,4,2048,50.2559,0.283102
62,4,4,2435,37.1636,0.38001
62,4,4,2896,19.2577,0.509368
62,4,4,3444,28.0925,0.617811
62,4,4,4096,41.5433,0.85894
62,4,4,4870,100.905,1.16068
63,4,4,16,5.08428,5.99E-05
63,4,4,19,4.44305,5.13E-05
63,4,4,22,3.74936,6.54E-05
63,4,4,26,6.00059,8.90E-05
63,4,4,32,5.12512,0.000133428
63,4,4,38,12.0709,0.000185602
63,4,4,45,6.4673,0.000279686
63,4,4,53,10.349,0.000454169
63,4,4,64,8.48267,0.00217462
63,4,4,76,0.770689,0.000850176
63,4,4,90,8.68704,0.00108838
63,4,4,107,6.6972,0.001463
63,4,4,128,6.99139,0.00149893
63,4,4,152,15.2411,0.00195823
63,4,4,181,4.25256,0.00261083
63,4,4,215,6.5401,0.0038908
63,4,4,256,7.77228,0.00452372
63,4,4,304,7.41879,0.00680098
63,4,4,362,17.4657,0.0083508
63,4,4,430,18.7009,0.0120547
63,4,4,512,6.38456,0.0190533
63,4,4,608,21.7851,0.0264577
63,4,4,724,8.56682,0.0300021
63,4,4,861,10.009,0.0416214
63,4,4,1024,15.0743,0.0586386
63,4,4,1217,30.1267,0.0794808
63,4,4,1448,32.4621,0.111722
63,4,4,1722,26.774,0.149158
63,4,4,2048,50.2559,0.228768
63,4,4,2435,37.1636,0.442218
63,4,4,2896,19.2577,0.443922
63,4,4,3444,28.0925,0.713512
63,4,4,4096,41.5433,0.848475
63,4,4,4870,100.905,1.25148
64,4,4,16,5.08428,5.82E-05
64,4,4,19,4.44305,5.09E-05
64,4,4,22,3.74936,6.54E-05
64,4,4,26,6.00059,8.90E-05
64,4,4,32,5.12512,0.000133428
64,4,4,38,12.0709,0.000185602
64,4,4,45,6.4673,0.000256592
64,4,4,53,10.349,0.000354098
64,4,4,64,8.48267,0.000537561
64,4,4,76,0.770689,0.0022486
64,4,4,90,8.68704,0.00110463
64,4,4,107,6.6972,0.00147541
64,4,4,128,6.99139,0.00219087
64,4,4,152,15.2411,0.00225844
64,4,4,181,4.25256,0.00293756
64,4,4,215,6.5401,0.00347811
64,4,4,256,7.77228,0.0059662
64,4,4,304,7.41879,0.00618986
64,4,4,362,17.4657,0.00859157
64,4,4,430,18.7009,0.0155208
64,4,4,512,6.38456,0.0185024
64,4,4,608,21.7851,0.0218779
64,4,4,724,8.56682,0.0362574
64,4,4,861,10.009,0.0411151
64,4,4,1024,15.0743,0.0565153
64,4,4,1217,30.1267,0.0790707
64,4,4,1448,32.4621,0.107416
64,4,4,1722,26.774,0.150078
64,4,4,2048,50.2559,0.207659
64,4,4,2435,37.1636,0.407066
64,4,4,2896,19.2577,0.411847
64,4,4,3444,28.0925,0.575689
64,4,4,4096,41.5433,0.812311
64,4,4,4870,100.905,1.39969
65,4,4,16,5.08428,5.30E-05
65,4,4,19,4.44305,5.26E-05
65,4,4,22,3.74936,6.76E-05
65,4,4,26,6.00059,9.19E-05
65,4,4,32,5.12512,0.000137705
65,4,4,38,12.0709,0.0001933
65,4,4,45,6.4673,0.000266428
65,4,4,53,10.349,0.000367355
65,4,4,64,8.48267,0.000537989
65,4,4,76,0.770689,0.00235979
65,4,4,90,8.68704,0.00108881
65,4,4,107,6.6972,0.00146172
65,4,4,128,6.99139,0.00201767
65,4,4,152,15.2411,0.00264418
65,4,4,181,4.25256,0.003065
65,4,4,215,6.5401,0.00429065
65,4,4,256,7.77228,0.00637076
65,4,4,304,7.41879,0.00667996
65,4,4,362,17.4657,0.00906498
65,4,4,430,18.7009,0.0173559
65,4,4,512,6.38456,0.0182313
65,4,4,608,21.7851,0.0218309
65,4,4,724,8.56682,0.0306641
65,4,4,861,10.009,0.0537548
65,4,4,1024,15.0743,0.0614877
65,4,4,1217,30.1267,0.0853747
65,4,4,1448,32.4621,0.121865
65,4,4,1722,26.774,0.157332
65,4,4,2048,50.2559,0.224225
65,4,4,2435,37.1636,0.436993
65,4,4,2896,19.2577,0.435223
65,4,4,3444,28.0925,0.580437
65,4,4,4096,41.5433,0.855659
65,4,4,4870,100.905,1.23354
66,4,4,16,5.08428,5.00E-05
66,4,4,19,4.44305,5.30E-05
66,4,4,22,3.74936,6.76E-05
66,4,4,26,6.00059,9.19E-05
66,4,4,32,5.12512,0.000137705
66,4,4,38,12.0709,0.000192444
66,4,4,45,6.4673,0.000265573
66,4,4,53,10.349,0.000366499
66,4,4,64,8.48267,0.000630362
66,4,4,76,0.770689,0.00207156
66,4,4,90,8.68704,0.00110292
66,4,4,107,6.6972,0.00144633
66,4,4,128,6.99139,0.00201639
66,4,4,152,15.2411,0.00198004
66,4,4,181,4.25256,0.00325659
66,4,4,215,6.5401,0.00360598
66,4,4,256,7.77228,0.00482009
66,4,4,304,7.41879,0.00610048
66,4,4,362,17.4657,0.0112888
66,4,4,430,18.7009,0.014595
66,4,4,512,6.38456,0.0160285
66,4,4,608,21.7851,0.0211389
66,4,4,724,8.56682,0.0300252
66,4,4,861,10.009,0.0402251
66,4,4,1024,15.0743,0.0597531
66,4,4,1217,30.1267,0.0831146
66,4,4,1448,32.4621,0.127249
66,4,4,1722,26.774,0.148489
66,4,4,2048,50.2559,0.208503
66,4,4,2435,37.1636,0.425306
66,4,4,2896,19.2577,0.409661
66,4,4,3444,28.0925,0.589273
66,4,4,4096,41.5433,0.808723
66,4,4,4870,100.905,1.21593
67,4,4,16,5.08428,6.07E-05
67,4,4,19,4.44305,5.26E-05
67,4,4,22,3.74936,6.76E-05
67,4,4,26,6.00059,9.24E-05
67,4,4,32,5.12512,0.000137705
67,4,4,38,12.0709,0.000192444
67,4,4,45,6.4673,0.000265573
67,4,4,53,10.349,0.000366072
67,4,4,64,8.48267,0.000534995
67,4,4,76,0.770689,0.00226143
67,4,4,90,8.68704,0.00110549
67,4,4,107,6.6972,0.00149037
67,4,4,128,6.99139,0.00213399
67,4,4,152,15.2411,0.00196593
67,4,4,181,4.25256,0.00278189
67,4,4,215,6.5401,0.00361838
67,4,4,256,7.77228,0.00490904
67,4,4,304,7.41879,0.00608167
67,4,4,362,17.4657,0.00861851
67,4,4,430,18.7009,0.0135177
67,4,4,512,6.38456,0.0193206
67,4,4,608,21.7851,0.0224142
67,4,4,724,8.56682,0.0290313
67,4,4,861,10.009,0.040368
67,4,4,1024,15.0743,0.0555266
67,4,4,1217,30.1267,0.0827694
67,4,4,1448,32.4621,0.115147
67,4,4,1722,26.774,0.151297
67,4,4,2048,50.2559,0.208053
67,4,4,2435,37.1636,0.526707
67,4,4,2896,19.2577,0.449602
67,4,4,3444,28.0925,0.583019
67,4,4,4096,41.5433,0.899163
67,4,4,4870,100.905,1.16476
68,4,4,16,5.08428,5.05E-05
68,4,4,19,4.44305,5.30E-05
68,4,4,22,3.74936,6.84E-05
68,4,4,26,6.00059,9.19E-05
68,4,4,32,5.12512,0.000138132
68,4,4,38,12.0709,0.000192444
68,4,4,45,6.4673,0.000268567
68,4,4,53,10.349,0.000366072
68,4,4,64,8.48267,0.000535423
68,4,4,76,0.770689,0.00310006
